Lemma,PoS,Unnamed: 2,Freq,Ra,Disp
near,Prep,:,138,100,0.94
refer,Verb,%,138,100,0.91
choice,NoC,%,138,100,0.95
hotel,NoC,%,138,100,0.88
player,NoC,%,138,99,0.87
round,Adv,:,138,100,0.89
capital,NoC,%,138,100,0.9
couple,NoC,%,138,100,0.94
act,Verb,%,137,100,0.94
above,Prep,:,137,100,0.96
village,NoC,%,137,100,0.93
nine,Num,%,137,100,0.88
forward,Adv,:,137,100,0.95
station,NoC,%,137,100,0.91
film,NoC,%,136,100,0.9
individual,Adj,:,136,100,0.93
&amp;,Conj,:,136,97,0.91
6,Num,%,135,94,0.92
individual,NoC,%,135,100,0.92
association,NoC,%,135,100,0.93
income,NoC,%,135,100,0.89
feature,NoC,%,135,100,0.93
attempt,NoC,%,135,100,0.94
per,Prep,:,135,100,0.91
organisation,NoC,%,134,98,0.9
effort,NoC,%,134,100,0.96
1989,Num,:,134,82,0.7
french,Adj,%,134,100,0.93
relate,Verb,%,134,100,0.92
cup,NoC,%,134,100,0.9
nice,Adj,%,134,100,0.83
following,Adj,:,134,100,0.92
technology,NoC,%,133,100,0.84
affect,Verb,%,133,100,0.95
close,Verb,%,133,100,0.93
20,Num,%,133,90,0.91
please,Adv,:,133,99,0.91
manage,Verb,%,133,100,0.97
identify,Verb,%,133,99,0.93
current,Adj,:,133,100,0.93
everyone,Pron,:,133,100,0.95
whatever,DetP,:,132,100,0.95
difficulty,NoC,%,132,100,0.94
machine,NoC,%,132,100,0.89
labour,Adj,:,131,100,0.84
degree,NoC,%,131,100,0.91
treatment,NoC,%,131,100,0.88
energy,NoC,%,131,100,0.89
cell,NoC,%,131,100,0.78
Scotland,NoP,%,131,100,0.87
growth,NoC,%,131,99,0.92
thank,Verb,%,131,100,0.84
in_order,ClO,:,131,100,0.94
modern,Adj,:,131,100,0.93
legal,Adj,:,131,100,0.9
finally,Adv,:,130,100,0.97
lady,NoC,%,130,100,0.91
mile,NoC,%,130,100,0.93
compare,Verb,%,130,100,0.93
whom,Pron,:,129,100,0.95
final,Adj,:,129,100,0.95
provision,NoC,%,129,100,0.88
top,NoC,%,129,100,0.95
county,NoC,%,129,100,0.87
sound,NoC,%,129,100,0.91
function,NoC,%,129,100,0.91
risk,NoC,%,129,100,0.91
happy,Adj,%,129,100,0.95
task,NoC,%,129,100,0.93
east,NoC,:,128,100,0.93
1991,Num,%,128,75,0.79
resource,NoC,%,128,100,0.92
defence,NoC,%,128,100,0.88
behaviour,NoC,%,128,100,0.9
obtain,Verb,%,127,100,0.9
west,NoC,:,127,100,0.94
science,NoC,%,127,100,0.87
style,NoC,%,127,100,0.93
ST,NoP,%,127,100,0.93
announce,Verb,%,127,100,0.82
floor,NoC,%,127,100,0.93
college,NoC,%,126,100,0.88
skill,NoC,%,126,100,0.92
hall,NoC,%,126,100,0.93
response,NoC,%,126,100,0.93
red,Adj,%,126,100,0.95
note,Verb,%,126,100,0.93
feeling,NoC,%,126,100,0.94
horse,NoC,%,126,99,0.87
myself,Pron,:,125,100,0.92
character,NoC,%,125,100,0.92
user,NoC,%,125,96,0.76
army,NoC,%,124,100,0.9
Peter,NoP,:,124,100,0.92
nor,Conj,:,124,100,0.95
look,NoC,%,124,100,0.92
normal,Adj,:,124,100,0.92
forget,Verb,%,124,100,0.92
investment,NoC,%,124,100,0.9
indicate,Verb,%,124,100,0.92
