Lemma,PoS,Freq(ipm),R,D,Doc
стабильный,a,19.5,92,90,1313
недостаточный,a,19.5,99,91,1340
дружеский,a,19.5,100,93,910
октябрьский,a,19.4,100,92,919
регулярный,a,19.4,99,91,1153
неизменный,a,19.4,98,94,1136
образованный,a,19.4,100,95,992
относительный,a,19.3,100,88,1069
разноцветный,a,19.3,100,92,901
парламентский,a,19.3,75,89,991
генетический,a,19.2,94,80,659
всероссийский,a,19.2,89,91,1149
поразительный,a,19.2,99,95,929
интенсивный,a,19.2,94,88,1210
эстетический,a,19.1,98,89,832
славянский,a,19.1,99,90,685
позитивный,a,19.1,88,89,1062
печатный,a,19.1,99,93,956
величайший,a,19.0,99,95,881
убежденный,a,19.0,99,94,1001
неясный,a,19.0,100,95,991
женатый,a,18.9,99,91,805
роковой,a,18.9,99,94,888
бешеный,a,18.9,98,94,903
неподвижный,a,18.8,99,92,770
газетный,a,18.8,95,93,850
садовый,a,18.8,99,94,959
новогодний,a,18.8,96,91,865
резиновый,a,18.7,100,94,878
локальный,a,18.7,85,84,917
кавказский,a,18.6,98,93,770
турецкий,a,18.6,100,87,679
престижный,a,18.6,99,92,1205
саратовский,a,18.5,84,89,682
казенный,a,18.5,98,94,794
молочный,a,18.4,100,94,821
трезвый,a,18.4,100,94,908
бесполезный,a,18.4,99,96,1009
цивилизованный,a,18.4,100,91,1180
кривой,a,18.3,99,93,843
властный,a,18.3,100,95,1094
сомнительный,a,18.3,99,95,1113
потребительский,a,18.3,79,88,838
ручной,a,18.3,100,94,1016
иркутский,a,18.3,81,84,614
отвратительный,a,18.2,99,93,775
пышный,a,18.2,99,94,891
аналитический,a,18.1,91,85,915
пыльный,a,18.1,94,91,749
колючий,a,18.1,98,93,746
входной,a,18.1,100,92,822
радикальный,a,18.1,96,91,1059
неверный,a,18.1,100,95,984
офицерский,a,18.1,95,91,547
немыслимый,a,18.0,98,96,965
шахматный,a,18.0,96,91,576
энергичный,a,17.9,99,95,996
пестрый,a,17.9,99,89,764
дежурный,a,17.9,99,90,756
пищевой,a,17.9,95,87,774
инженерный,a,17.8,96,92,906
адекватный,a,17.8,92,87,1067
пожарный,a,17.8,98,90,747
вертикальный,a,17.7,98,89,923
киевский,a,17.7,98,87,636
крошечный,a,17.7,98,94,769
минеральный,a,17.7,98,90,836
следственный,a,17.6,99,83,595
былой,a,17.6,99,94,984
должный,a,17.6,98,93,1133
акционерный,a,17.6,86,80,748
повседневный,a,17.5,100,93,1015
невинный,a,17.5,100,95,822
слышный,a,17.5,99,93,881
тюремный,a,17.5,96,89,643
смутный,a,17.5,98,94,859
финский,a,17.5,100,92,729
процентный,a,17.4,81,88,976
импортный,a,17.4,98,92,972
клинический,a,17.4,95,78,571
нехороший,a,17.3,94,93,848
мутный,a,17.3,95,91,742
системный,a,17.3,71,83,793
индийский,a,17.3,99,89,706
классный,a,17.2,97,91,768
географический,a,17.2,98,89,918
тверской,a,17.2,97,92,822
промежуточный,a,17.1,97,85,846
прохладный,a,17.0,98,92,798
дипломатический,a,17.0,97,87,706
лагерный,a,17.0,89,85,310
субъективный,a,17.0,93,81,743
полноценный,a,17.0,100,93,1244
аккуратный,a,16.9,100,94,901
людской,a,16.9,100,94,843
люсин,a,16.9,23,36,27
легендарный,a,16.9,100,92,953
предельный,a,16.9,97,89,925
здравый,a,16.8,99,95,961
чайный,a,16.8,100,93,715
