Lemma,PoS,Freq(ipm),R,D,Doc
фильм,s,196.8,100,88,3009
край,s,194.0,100,89,4460
гость,s,192.7,100,95,4202
воздух,s,192.2,100,96,4322
характер,s,190.7,100,93,5908
борьба,s,190.5,100,94,6371
использование,s,190.3,100,83,5774
размер,s,189.3,100,80,5725
образование,s,188.9,100,90,5516
мальчик,s,188.0,100,92,2783
кровь,s,187.8,100,95,3643
район,s,187.8,100,93,5771
небо,s,187.6,100,94,3396
армия,s,186.4,100,92,3483
класс,s,185.8,100,95,4615
представитель,s,185.7,100,91,7474
участие,s,185.6,100,91,7659
девочка,s,185.1,100,92,2621
политика,s,184.9,100,92,5734
герой,s,184.0,100,93,3957
картина,s,183.9,100,94,4400
доллар,s,183.1,100,92,5010
спина,s,183.1,100,92,2826
территория,s,182.9,100,90,5941
пол,s,181.9,100,94,3533
поле,s,180.2,100,95,4716
изменение,s,179.8,100,87,6131
течение,s,179.2,100,93,7140
направление,s,179.2,100,92,6394
рисунок,s,179.2,100,76,2764
церковь,s,178.6,100,85,2384
банк,s,178.1,100,91,3259
сцена,s,177.2,100,92,2926
население,s,176.5,100,91,5340
большинство,s,176.1,100,93,7491
музыка,s,175.7,100,94,3440
правда,s,175.5,100,96,3916
свобода,s,174.9,100,92,4194
память,s,174.5,100,97,4108
команда,s,174.2,100,92,3859
союз,s,173.9,100,92,4528
врач,s,173.1,100,94,3401
договор,s,172.8,100,73,3254
дерево,s,171.9,100,95,3504
факт,s,171.3,100,94,5877
хозяин,s,170.6,100,94,3864
природа,s,169.9,100,93,4373
угол,s,168.1,100,95,3539
телефон,s,167.8,100,94,3648
позиция,s,167.6,100,93,5760
двор,s,166.9,100,93,2953
писатель,s,166.3,100,93,2666
самолет,s,166.1,100,92,2777
объем,s,165.8,100,89,5872
род,s,165.5,100,94,5260
солнце,s,165.2,100,94,3127
вера,s,165.1,100,90,2845
спектакль,s,164.7,100,88,1819
берег,s,164.7,100,94,2868
фирма,s,164.4,100,93,4902
способ,s,164.2,100,92,5834
завод,s,164.0,100,93,3940
цвет,s,163.6,100,97,4287
руководитель,s,162.0,100,92,6431
журнал,s,162.0,100,94,4606
специалист,s,161.9,100,93,6784
оценка,s,161.4,100,88,5411
регион,s,160.3,91,90,5320
песня,s,160.1,100,90,2919
процент,s,160.1,100,92,4875
родитель,s,160.0,100,95,3611
море,s,159.5,100,95,3188
требование,s,159.4,100,85,5113
основание,s,158.8,100,87,5021
половина,s,158.8,100,95,5702
роман,s,157.7,100,93,2696
круг,s,157.4,100,97,5010
стихи,s,157.0,100,90,1861
анализ,s,157.0,100,81,4197
автомобиль,s,156.9,100,92,3453
экономика,s,156.3,100,90,4511
литература,s,156.0,100,94,3722
бумага,s,155.8,100,96,3570
поэт,s,155.1,100,92,2049
степень,s,155.0,100,91,5908
господин,s,154.6,100,91,3202
надежда,s,154.5,100,95,4436
предмет,s,154.4,100,91,4530
министр,s,154.1,100,90,4384
вариант,s,154.1,100,92,5662
граница,s,153.7,100,94,4738
дух,s,153.5,100,91,4079
модель,s,153.5,100,86,3916
операция,s,153.3,100,94,3952
сон,s,152.7,100,94,2690
пара,s,152.7,100,96,4354
название,s,151.8,100,95,5576
ум,s,151.5,100,96,3656
повод,s,151.2,100,96,5611
старик,s,151.0,100,91,2037
